2010/01/04,17.66,17.88,17.43,17.61,7875.00,13824933.00
2010/01/05,17.78,17.78,17.25,17.46,13399.00,23305144.00
2010/01/06,17.30,17.55,17.25,17.25,8271.00,14380586.00
2010/01/07,17.19,17.40,16.35,16.54,16585.00,27801348.00
2010/01/08,16.50,16.65,16.28,16.60,6813.00,11205538.00
2010/01/11,16.65,16.86,16.00,16.38,8734.00,14205380.00
2010/01/12,16.43,16.75,16.03,16.62,5784.00,9534883.00
2010/01/13,16.00,17.18,16.00,16.75,18990.00,31854420.00
2010/01/14,16.75,17.10,16.55,16.89,15047.00,25500748.00
2010/01/15,17.00,17.36,16.82,17.32,13951.00,23930512.00
2010/01/18,17.40,18.61,17.33,18.59,34602.00,62170820.00
2010/01/19,18.54,19.85,18.32,19.35,42709.00,82760864.00
2010/01/20,19.22,19.75,18.60,19.20,42577.00,82227144.00
2010/01/22,19.38,19.66,18.78,19.00,70158.00,135319648.00
2010/01/25,19.09,19.09,17.50,17.56,27858.00,50353956.00
2010/01/26,17.49,17.98,16.98,17.14,15213.00,26260384.00
2010/01/27,17.20,17.29,16.75,16.80,10757.00,18231696.00
2010/01/28,16.60,17.53,16.60,17.21,10716.00,18437342.00
2010/01/29,17.25,17.83,17.09,17.25,14441.00,25318942.00
2010/02/01,17.23,17.36,16.80,16.86,8643.00,14663397.00
2010/02/02,16.91,17.18,16.84,16.88,10845.00,18442088.00
2010/02/03,17.09,17.79,16.71,17.49,13455.00,23071068.00
2010/02/04,17.49,17.70,17.19,17.48,14622.00,25567116.00
2010/02/05,17.20,18.80,17.00,17.57,18664.00,32943504.00
2010/02/08,17.60,17.90,16.61,16.76,9395.00,16137612.00
2010/02/09,16.76,17.25,16.40,16.58,9667.00,16188324.00
2010/02/10,16.58,16.87,16.33,16.55,10642.00,17566392.00
2010/02/11,16.56,16.87,16.38,16.55,3486.00,5784017.00
2010/02/12,16.77,16.84,16.40,16.74,5301.00,8808767.00
2010/02/22,16.61,17.14,16.40,16.89,5605.00,9473985.00
2010/02/23,16.89,16.98,16.52,16.81,4173.00,6955260.00
2010/02/24,16.80,17.57,16.70,17.46,12042.00,20780884.00
2010/02/25,17.69,18.30,17.33,18.10,24332.00,43433220.00
2010/02/26,17.95,19.36,17.82,18.78,40811.00,77053904.00
2010/03/01,18.70,19.86,18.22,19.52,54893.00,106505664.00
2010/03/02,19.40,19.80,18.85,19.32,26585.00,51507248.00
2010/03/03,19.49,19.50,19.10,19.24,11657.00,22468848.00
2010/03/04,19.20,19.37,18.20,18.24,24114.00,44902656.00
2010/03/05,18.12,18.71,18.12,18.61,12933.00,23961464.00
2010/03/08,18.31,18.88,18.31,18.51,7897.00,14653719.00
2010/03/09,18.36,18.76,18.24,18.57,8025.00,14814283.00
2010/03/10,18.58,19.00,18.20,18.27,7028.00,13027745.00
2010/03/11,18.22,18.48,18.19,18.41,5201.00,9524161.00
2010/03/12,18.23,18.66,18.21,18.24,7427.00,13653120.00
2010/03/15,18.05,18.20,17.50,17.80,7287.00,12966877.00
2010/03/16,17.80,17.98,17.59,17.87,6408.00,11401466.00
2010/03/17,17.98,18.29,17.51,18.26,7269.00,13147643.00
2010/03/18,18.40,18.80,17.95,18.13,9209.00,16833002.00
2010/03/19,18.18,18.46,18.03,18.28,5323.00,9723790.00
2010/03/23,19.00,19.00,18.21,18.34,15637.00,28929796.00
2010/03/24,18.00,18.44,17.50,17.77,27798.00,49095724.00
2010/03/25,17.52,17.52,16.91,17.11,21897.00,37460612.00
2010/03/26,16.96,17.49,16.96,17.48,11630.00,20086152.00
